motif	fimo_bg_hg19	fimo_without_overlaps	fimo_without_overlaps_1e-2	fimo_without_overlaps_1e-3	fimo_without_overlaps_1e-5	fimo_without_overlaps_1e_6	fimo_without_overlaps_bg	fimo_without_overlaps_bg_1e_2	fimo_without_overlaps_bg_1e_3	fimo_without_overlaps_bg_1e_5	fimo_without_overlaps_bg_1e_6	fimo_with_overlaps	moods_without_overlaps	moods_without_overlaps_1e-2	moods_without_overlaps_1e-3	moods_without_overlaps_1e-5	moods_without_overlaps_1e_6	moods_without_overlaps_bg	moods_without_overlaps_bg_1e_2	moods_without_overlaps_bg_1e_3	moods_without_overlaps_new_bg	moods_without_overlaps_new_bg_1e_2	moods_without_overlaps_new_bg_1e_3	moods_without_overlaps_new_bg_1e_5	moods_without_overlaps_new_bg_1e_6	moods_with_overlaps
MYB_MA0100.3	0.04898354307841239	0.05058605798889575	0.006346211252916051	0.039880336241511494	0.03936703975299112	0.007082538817760828	0.04898354307841239	0.005317853873820009	0.03173332922944336	0.04512298558100085	0.007518796992481203	0.05053504398005491	0.050115906832983774	0.007580470547082383	0.04583518271933718	0.032570422535211266	0	0.04769103233042376	0.0016430013168660296	0.008210790947200019	0.04930436905052477	0.005385209394475949	0.03151354763154093	0.04430490144775859	0.004461795872838818	0.050060646157238944
FOS_MA0476.1	0.006234632946961714	0.005989792044543806	0.0038416226377068698	0.006408353692414244	0.007633587786259542	0.0007964954201513341	0.006234632946961714	0.004179091910552277	0.006027416132809809	0.007072344187417121	0.003125	0.004421059186151499	0.005779218243586239	0.003515592813786495	0.0063498896841198945	0.007039155301363837	0.0024311183144246355	0.006532522455545941	0.0010793809168922603	0.0033792502958183562	0.006314958558084462	0.004178769381884516	0.006007763614298133	0.006676783004552352	0.002430133657351154	0.0041529870640065105
Arid3a_MA0151.1	0	0	0.03493920660997071	0.11734563156546246	0	0	0	0.059418193149190945	0.1137140134758048	0	0	0	0.11386422619860674	0.026327477972243826	0.10975684449072089	0.11386422619860674	0.11386422619860674	0.11386422619860674	0.012157767034829237	0.06096881959910913	0.11386422619860674	0.059524393671072415	0.11386422619860674	0.11386422619860674	0.11386422619860674	0.11348444625961474
Gabpa_MA0062.2	0.1574965282765886	0.18540372670807453	0.008909757509487361	0.046075933137811116	0.22241329893952422	0.07603565810173046	0.1574965282765886	0.007736840284249637	0.03771922038067944	0.23701244813278008	0.09834825368805951	0.1843787640137126	0.21578364181064555	0.009758675555831889	0.05500986183592463	0.18508713876020297	0.03088051189317012	0.048947446840212	0.003524000541062763	0.008712352574476258	0.1580166710454035	0.007354275508352355	0.03776625782831327	0.23411258334036628	0.08349439505218399	0.21490170433645317
TCF3_MA0522.2	0.18415406072309837	0.16740511396999946	0.01836576513208887	0.10154061300375544	0.06988430524716606	0.0027891955372871405	0.18415406072309837	0.015386417196315075	0.0815450938396694	0.10057442305754308	0.008578698655034533	0.1668676835757361	0.16132026350938355	0.02162681028706901	0.11603209872418152	0.05275838635942423	0.00743223549985427	0.11919940868038713	0.007044670039626269	0.02287558289072867	0.18430309051365357	0.014945645386449229	0.08147607244603058	0.09998474291817118	0.003675119441381845	0.16110508229336226
PKNOX1_MA0782.1	0.13714917738144616	0.131747176159577	0.05326892535733192	0.16845775916827627	0.035977166891993394	0.006649309032645704	0.13714917738144616	0.05006166297928248	0.16595005141589142	0.039396417156024675	0.007435241445474896	0.12017976542803903	0.12914806908596935	0.05390415870114558	0.1675650231053298	0.03209082308420057	0.003221390029797858	0.15419031652089604	0.014494148072052432	0.04107966608681608	0.13700594370822636	0.04977949690802927	0.16577341342637555	0.036840532057988346	0.005376344086021506	0.11814308538966803
Tcf7_MA0769.1	0.1363563531485339	0.1325261660770942	0.011490446073247406	0.05844309065167961	0.09707163846387679	0.024365482233502538	0.1363563531485339	0.012341707127589642	0.062069955843813945	0.09237827129600668	0.021173469387755103	0.13203502525160773	0.12525849335302808	0.010229002469302844	0.050103623209903754	0.10782542550156889	0.020145352543669514	0.03989325808232624	0.004141000917923685	0.008180725252550336	0.13690380600610247	0.012324558712237426	0.06177246067476189	0.08632334318277754	0	0.12456300126325685
E2F4_MA0470.1	0.07366127434796962	0.09351014667470364	0.006563030634183792	0.03152241958631615	0.1432090655280013	0.052104208416833664	0.07366127434796962	0.005415857779294563	0.022864607895114544	0.146448087431694	0.08752796420581656	0.0909570621689761	0.12517423083460819	0.008433575571490987	0.0429232214994447	0.1330235970167502	0.029824940566241624	0.03941894941806434	0.002458076804844905	0.007541402818619365	0.07372820824845903	0.005430051390190167	0.02688989107936855	0.14714329361442102	0.08573903002309469	0.12405242410969981
ZNF143_MA0088.2	0.1168260784696467	0.11344019728729964	0.02687081412467256	0.09082397510485726	0.06669234578770704	0.02298419836362501	0.1168260784696467	0.024974766282462105	0.0879193118214943	0.07542540139755695	0.02799975221458217	0.1131580385939977	0.10749281229830429	0.02839125091170654	0.09347137665494233	0.05830050647158132	0.007239474185559154	0.05628923833064018	0.011788878619874653	0.014376329522954282	0.11543305560937803	0.024949908863349458	0.08793735314268898	0.07056919341785811	0.020665038512117227	0.10728193716510995
ZBED1_MA0749.1	0.0491838642410297	0.04391569361827128	0.04252843942127158	0.1187474945436729	0.007059596125430964	0.0004957038995373431	0.0491838642410297	0.039614571956435196	0.12004571615167967	0.007057278844575743	0.000660774758404229	0.04313640626127101	0.03941692696712777	0.039322640364137136	0.11909939593629874	0	0	0.11573997884095451	0.007334123441877754	0.02132847882070864	0.047698200476982006	0.03606377704130894	0.1196123488860026	0	0	0.038850608415188385
STAT3_MA0144.2	0.05855027279812938	0.05864992150706436	0.009398705451991165	0.041946812752268026	0.031283479751446325	0.008653846153846154	0.05855027279812938	0.011112582586559543	0.04373563866738708	0.03321984937583823	0.0073353532132036355	0.0545512951552142	0.05906373912528851	0.008036426173859608	0.03796156492061932	0.032794005863828864	0.0077108433734939755	0.034823280785038886	0.003058143733816792	0.007400746410010919	0.058915211970074814	0.012234019885199524	0.04377825362836069	0.032033719704952585	0.005236458844706267	0.053870236424484505
NR2F1_MA0017.2	0.29588830536697835	0.27358670575378585	0.05506346927104901	0.30500081543091817	0.08500282965478212	0.010483922521255514	0.29588830536697835	0.05064173038676763	0.2931411038012675	0.10505271806107079	0.016257581049757087	0.2733212026687462	0.2556407568819992	0.060111277950665405	0.3088932868406999	0.05401341313043217	0.004634099246958873	0.2949794460543163	0.020270030992968546	0.045101908952252016	0.29571996919917864	0.05063351590623899	0.2993481495972221	0.10235375086028906	0.01194201417715052	0.25542469730097195
MAX_MA0058.3	0.22980798537031394	0.22119194801077827	0.03811039391474818	0.18208434616809593	0.0549438202247191	0.004113981487083308	0.22980798537031394	0.032154270930712874	0.1654061187936448	0.08952176249328318	0.008427135375910432	0.19650778004646904	0.18956732014854477	0.04427144475337246	0.1876608056027074	0.026833841106163582	0	0.1907253961331589	0.008432546948347759	0.04720886958079804	0.22911658080518985	0.032029499663344736	0.16540578963783936	0.08670301786967553	0.01152115211521152	0.17467075160148013
CEBPB_MA0466.2	0.06141697740732617	0.06185121107266436	0.01399690600267161	0.05745111260957519	0.012338958446742878	0.0011084426380934787	0.06141697740732617	0.015392821541205892	0.05938961425134485	0.011963023382272975	0.0011084426380934787	0.054528122020972354	0.06648613315902512	0.011863409512305535	0.05413461151166069	0	0	0.05525997058569081	0.0027807136907666142	0.012641666686453898	0.059638150547241454	0.01539531405128564	0.05924610541609492	0	0	0.0598218786758528
